"bloco","bairro","região","data","data relativa","concentração","desfile","final","local da concentracao","percurso","público estimado","ano do primeiro desfile"
"Império da Tijuca","Tijuca","Tijuca e Adj","22/01/17","","2017-01-22T19:00:00-02:00","2017-01-22T20:00:00-02:00","2017-01-22T22:00:00-02:00","Rua Conde de Bonfim, esquina com Rua José Higino","Rua Conde de Bonfim, da Rua José Higino até a Rua Uruguai","3000","1940"
"Bigode Esticado","Méier","Zona Norte 2","29/01/17","Domingo - 4 semanas antes do Carnaval","2017-01-29T15:00:00-02:00","2017-01-29T18:00:00-02:00","2017-01-29T21:00:00-02:00","Rua Dias da Cruz, no 255","Rua Dias da Cruz, no 255 - Parado","1000","1999"
"Independente do Morro do Pinto","Santo Cristo","Centro","03/02/17","Sexta-Feira - 3 semanas antes do Carnaval","2017-02-03T18:00:00-02:00","2017-02-03T19:00:00-02:00","2017-02-03T22:00:00-02:00","Rua Farnese, em frente ao no 83","Rua Farnese, Rua Mariano Procópio, Rua Mont Alverne, Rua Sara, Rua Santo Cristo, Rua Waldemar Dutra","1000","1972"
"Badalo de Santa Teresa","Santa Teresa","Centro","03/02/17","Sexta-feira - 3 semanas antes do Carnaval","2017-02-03T19:00:00-02:00","2017-02-03T20:00:00-02:00","2017-02-04T01:00:00-02:00","Largo das Neves","Largo das Neves - Parado","1500","1972"
"Os ""20"" de Ouro do Mestre Odilon","Ilha do Governador","Zona Norte 3","04/02/17","Sábado - 3 semanas antes do Carnaval","2017-02-04T14:00:00-02:00","2017-02-04T17:00:00-02:00","2017-02-04T20:00:00-02:00","Estrada do Rio Jequiá (Posto Necker Pinto)","Segue pela Rua Praia so Jequiá, Rua Maldonado, e Pça Iaiá Garcia","4000","2017"
"Banda de Ipanema - Ensaio","Ipanema","Zona Sul","04/02/17","Sábado - 3 semanas antes do Carnaval","2017-02-04T15:00:00-02:00","2017-02-04T16:00:00-02:00","2017-02-04T20:00:00-02:00","Praca General Osório","Praça General Osório - Parado","5000","1965"
"Beijo Quente","Fazenda Botafogo","Zona Norte 1","04/02/17","Sábado - 3 semanas antes do Carnaval","2017-02-04T15:00:00-02:00","2017-02-04T17:00:00-02:00","2017-02-04T20:00:00-02:00","Rua Pedro Jório","Rua Pedro Jório, Rua Vitor Frond, Rua Ouseley, Rua Prefeito Sá Lessa e Rua Pedro Jório","500","2014"
"É Pequeno mas não amolece","Recreio","Barra/JPA","04/02/17","Sábado - 3 semanas antes do Carnaval","2017-02-04T15:00:00-02:00","2017-02-04T17:00:00-02:00","2017-02-04T21:00:00-02:00","Praça Professor Henrique Niremberg","Parado","500","2009"
"Eles que Digam","Santo Cristo","Centro","04/02/17","Sábado - 3 semanas antes do Carnaval","2017-02-04T15:00:00-02:00","2017-02-04T16:00:00-02:00","2017-02-04T21:00:00-02:00","Travessa São Diogo","Travessa São Diogo, seguindo pela Rua Nabuco de Freitas até a Rua da América e retornando pela Nabuco de Freitas até a Travessa São Diogo","800","1975"
"Larga a Onça, Alfredo! - Ensaio","Laranjeiras","Zona Sul","04/02/17","Sábado - 3 semanas antes do Carnaval","2017-02-04T15:00:00-02:00","2017-02-04T18:00:00-02:00","2017-02-04T20:00:00-02:00","Praça São Salvador","Praça São Salvador - Parado","1000","2008"
"Liga de Blocos e Bandas da Zona Portuária","Saúde","Centro","04/02/17","Sábado - 3 semanas antes do Carnaval","2017-02-04T18:00:00-02:00","2017-02-04T19:00:00-02:00","2017-02-05T00:00:00-02:00","Praça Coronel Assunção (Praça da Harmonia)","Rua Sacadura Cabral, da Praça da Harmonia até o Largo São Francisco da Prainha","3000","2008"
"Seu Kuka","Grajaú","Tijuca e Adj","04/02/17","Sábado - 3 semanas antes do Carnaval","2017-02-04T15:00:00-02:00","2017-02-04T15:00:00-02:00","2017-02-04T21:00:00-02:00","Rua Emilia Sampaio","Parado","1000","2007"
"Só Caminha","Botafogo","Zona Sul","05/02/17","Domingo - 3 semanas antes do Carnaval","2017-02-05T12:00:00-02:00","2017-02-05T14:00:00-02:00","2017-02-05T18:00:00-02:00","Largo dos Leões","Largo dos Leões, Rua Marques, Rua Capistrano de Abreu, Rua Conde de Irajá e Largo dos Leões","2500","2010"
"Banda do Jiló","Tijuca","Tijuca e Adj","05/02/17","Domingo - 3 semanas antes do Carnaval","2017-02-05T14:00:00-02:00","2017-02-05T14:00:00-02:00","2017-02-05T20:00:00-02:00","Rua Pinto de Figueiredo, no 26","Rua Pinto de Figueiredo, no 26 - Parado","800","2004"
"Bigode Esticado","Méier","Zona Norte 2","05/02/17","Domingo - 3 semanas antes do Carnaval","2017-02-05T15:00:00-02:00","2017-02-05T18:00:00-02:00","2017-02-05T21:00:00-02:00","Rua Dias da Cruz, no 255","Rua Dias da Cruz, no 255 - Parado","500","1999"
"Unidos da Rego Barros","Santo Cristo","Centro","05/02/17","Domingo - 3 semanas antes do Carnaval","2017-02-05T15:00:00-02:00","2017-02-05T17:00:00-02:00","2017-02-05T21:00:00-02:00","Rua Rego Barros","RUA REGO BARROS, RUA DA AMÉRICA, RUA NABUCO DE FREITAS, VOLTANDO PELA RUA RUA DA AMÉRICA E RUA REGO BARROS","800","2011"
"Vai Tomar no Grajaú","Grajaú","Tijuca e Adj","05/02/17","Domingo - 3 semanas antes do Carnaval","2017-02-05T15:00:00-02:00","2017-02-05T17:00:00-02:00","2017-02-05T21:00:00-02:00","Av Engenheiro Richard 105","Parado","800","2009"
"Xodó da Piedade","Piedade","Zona Norte 2","05/02/17","Domingo - 3 semanas antes do Carnaval","2017-02-05T16:00:00-02:00","2017-02-05T18:00:00-02:00","2017-02-05T22:00:00-02:00","Rua Silvana, esquina com Rua Mario Carpenter","Rua Silvana, Rua Mario Carpenter, Rua Leopoldina, Rua João Pinheiro, Av. Dom Helder Camara, Rua Ferreira Sampaio, Rua Ernesto Nunes, Rua Mario Carpenter e Rua Silvana","1200","1972"
"Se Deixar Eu Boto","Pavuna","Zona Norte 1","10/02/17","Sexta-feira - 2 semana antes do Carnaval","2017-02-10T16:00:00-02:00","2017-02-10T18:00:00-02:00","2017-02-10T20:00:00-02:00","Rua Dr. José Thomás, no 920","Rua Dr. José Thomás, do no 920 ao no 435, voltando ao local de concentraçao","1000","2014"
"Unidos do Chapadão","Ramos","Zona Norte 3","10/02/17","Sexta-feira - 2 semana antes do Carnaval","2017-02-10T17:00:00-02:00","2017-02-10T18:00:00-02:00","2017-02-10T22:00:00-02:00","Travessa dos Campeões","Travessa dos Campeões, Avenida dos Campeões até o no 1, voltando a Travessa dos Campeões","800","2009"
"É o Bicho Folia","Irajá","Zona Norte 1","10/02/17","Sexta-feira - 2 semana antes do Carnaval","2017-02-10T18:00:00-02:00","2017-02-10T19:00:00-02:00","2017-02-10T22:00:00-02:00","Praça Rodrigues Galhardo","Praça Rodrigues Galhardo - Parado","500","2016"
"Badalo de Santa Teresa","Santa Teresa","Centro","10/02/17","Sexta-feira - 2 semana antes do Carnaval","2017-02-10T19:00:00-02:00","2017-02-10T20:00:00-02:00","2017-02-11T01:00:00-02:00","Largo das Neves","Largo das Neves - Parado","1500","1972"
"Desliga da Justiça","Gávea","Zona Sul","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T08:00:00-02:00","2017-02-11T10:00:00-02:00","2017-02-11T14:00:00-02:00","Praça Santos Dumont","Praça Santos Dumont - Parado","5000","2010"
"Vira-Lata","Barra da Tijuca","Barra/JPA","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T09:00:00-02:00","2017-02-11T10:00:00-02:00","2017-02-11T14:00:00-02:00","Av. do Pepê c/ Érico Veríssimo","Avenida do Pepê, da Avenida Érico Veríssimo até a Avenida Olegário Maciel","10000","2017 (2007)"
"Spanta Neném","Lagoa","Zona Sul","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T10:00:00-02:00","2017-02-11T12:00:00-02:00","2017-02-11T16:00:00-02:00","Corte do Cantagalo","Ciclovia da Lagoa, do Corte do Cantagalo até o Clube Caiçaras","8000","2003"
"A Febre do Samba","Gamboa","Centro","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T13:00:00-02:00","2017-02-11T15:00:00-02:00","2017-02-11T19:00:00-02:00","Rua Argemiro Bulcão","Rua Argemiro Bulcão - Parado","1000","2013"
"GB Bloco","Laranjeiras","Zona Sul","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T13:00:00-02:00","2017-02-11T15:00:00-02:00","2017-02-11T19:00:00-02:00","Praça Jardim Laranjeiras - Rua General Glicério","Rua General Glicério, Rua General Cristóvão Barcelos, retornando à Praça Jardim Laranjeiras","3000","2007"
"Imprensa Que Eu Gamo","Laranjeiras","Zona Sul","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T13:00:00-02:00","2017-02-11T15:00:00-02:00","2017-02-11T19:00:00-02:00","Rua Gago Coutinho, em frente ao Mercadinho São José","Rua Gago Coutinho, Largo do Machado, Rua das Laranjeiras e Rua Gago Coutinho","10000","1995"
"Banda da Praia da Bica","Ilha do Governador","Zona Norte 3","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T14:00:00-02:00","2017-02-11T16:00:00-02:00","2017-02-11T20:00:00-02:00","Quiosque Piratas Praia da Bica","Parado","3000","2017 (2001)"
"Cadê Meu Beijo?","Portuguesa","Zona Norte 3","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T14:00:00-02:00","2017-02-11T16:00:00-02:00","2017-02-11T20:00:00-02:00","Rua Luis Sá, em frente ao Restaurante Brazuca","Rua Luis Sá, em frente ao Restaurante Brazuca - Parado","2000","2015"
"Puxa Que É Peruca","Grajaú","Tijuca e Adj","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T14:00:00-02:00","2017-02-11T16:00:00-02:00","2017-02-11T19:00:00-02:00","Praça Edmundo Rego","Avenida Julio Furtado, da Praça Edmundo Rego até a Rua Marechal Jofre, retornando pela Julio Furtado até a Praça Edmundo Rego","1000","2012"
"Beijo Quente","Fazenda Botafogo","Zona Norte 1","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T15:00:00-02:00","2017-02-11T17:00:00-02:00","2017-02-11T20:00:00-02:00","Rua Pedro Jório","Rua Pedro Jório, Rua Vitor Frond, Rua Ouseley, Rua Prefeito Sá Lessa e Rua Pedro Jório","500","2014"
"Cacique de Higienópolis","Higienópolis","Zona Norte 2","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T15:00:00-02:00","2017-02-11T16:00:00-02:00","2017-02-11T21:00:00-02:00","Rua Tamiarana, esquina com Rua Darke de Mattos","Rua Tamiarana, esquina com Rua Darke de Mattos - Parado","1500","2012"
"Fala Meu Louro","Santo Cristo","Centro","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T15:00:00-02:00","2017-02-11T17:00:00-02:00","2017-02-11T20:00:00-02:00","Rua Waldemar Dutra, 19","Rua Waldemar Dutra, Rua do  Santo Cristo,  Rua Cardoso Marinho, Rua Barao da Gamboa e Rua Waldemar Dutra","3000","1938"
"Alegria da Mangueira","Mangueira","Centro","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T16:00:00-02:00","2017-02-11T19:00:00-02:00","2017-02-11T22:00:00-02:00","Campo da UPP Mangueira - Rua Visconde de Niterói","Rua Visconde de Niterói, do Campo da UPP até a quadra da Mangueira, voltando ao local de concentração","2000","2013"
"Amigos da Esquina","Engenho de Dentro","Zona Norte 2","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T16:00:00-02:00","2017-02-11T18:00:00-02:00","2017-02-11T22:00:00-02:00","Rua Pernambuco com Rua 2 de Fevereiro e Rua Dr. Bulhões","Rua Pernambuco, Rua Barbacena, Rua Dr.Leal e Rua Pernambuco","1000","2004"
"Banda de Ipanema","Ipanema","Zona Sul","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T16:00:00-02:00","2017-02-11T17:30:00-02:00","2017-02-11T22:00:00-02:00","Rua Jangadeiros, esquina com Gomes Carneiro","Rua Gomes Carneiro, Avenida Vieira Souto, Rua Joana Angélica e Rua Visconde de Pirajá, até a Praça General Osório","50000","1965"
"Calma Amor","Irajá","Zona Norte 1","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T16:00:00-02:00","2017-02-11T17:00:00-02:00","2017-02-11T22:00:00-02:00","Praça Ferreira Souto","Praça Ferreira Souto - Parado","2000","2010"
"Deixa a Língua no Varal","Tijuca","Tijuca e Adj","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T16:00:00-02:00","2017-02-11T18:00:00-02:00","2017-02-11T20:00:00-02:00","Rua Barão de Mesquita, 136","Rua Barão de Mesquita, Rua Deputado Soares Filho, Rua Pareto, Rua Almirante Cochrane, Rua Santo Afonso, Rua Pinto de Figueiredo, Av. Maracanã e Rua Barão de Mesquita","1000","2009"
"Encontro dos Blocos - Blocasso","Centro","Centro","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T16:00:00-02:00","2017-02-11T16:00:00-02:00","2017-02-11T22:00:00-02:00","Praça Marechal Ancora","Parado","3000","2011"
"Nem Muda Nem Sai de Cima","Tijuca","Tijuca e Adj","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T16:00:00-02:00","2017-02-11T19:00:00-02:00","2017-02-11T22:00:00-02:00","Rua Garibaldi, esquina com Avenida Maracanã","Rua Garibaldi, Rua Pinto Guedes, Praça Xavier de Brito, Rua Otávio Kelly, Rua Conde de Bonfim e Rua Garibaldi, voltando ao local de concentração","3000","1995"
"Paz e Amor","Paquetá","Centro","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T16:00:00-02:00","2017-02-11T17:00:00-02:00","2017-02-11T22:00:00-02:00","Praça Pedro Bruno","Praia dos Tamoios, Cadeira do Vicente, Rua Principe Regente, Rua Dr Lacerda, Praia dos Tamoios, Praça Bom Jesus","200","2017"
"Vou Treinar e Volto Já","Tijuca","Tijuca e Adj","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T16:00:00-02:00","2017-02-11T17:00:00-02:00","2017-02-11T19:00:00-02:00","Praça Afonso Pena","Rua Afonso Pena, Rua Haddock Lobo, Rua Campos Sales, Rua Martins Pena, até a esquina com Rua Afonso Pena","1000","2011"
"Panela Preta de Curicica","Curicica","Barra/JPA","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T17:00:00-02:00","2017-02-11T17:00:00-02:00","2017-02-11T22:00:00-02:00","Rua João Bruno Lobo, no 38","Rua João Bruno Lobo, no 38 - Parado","1500","2011"
"Carmelitas (ENSAIO)","Centro","Centro","11/02/17","Sabado - 2 semanas antes do Carnaval","2017-02-11T18:00:00-02:00","2017-02-11T18:00:00-02:00","2017-02-12T00:00:00-02:00","Praça Tiradentes","PARADO","2000","1990"
"Cordão do Prata Preta","Gamboa","Centro","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T18:00:00-02:00","2017-02-11T18:00:00-02:00","2017-02-11T23:00:00-02:00","Praça Coronel Assumpção (Praça da Harmonia)","Praça Coronel Assumpção (Praça da Harmonia) - Parado","1000","2005"
"Seu Kuka","Grajaú","Tijuca e Adj","11/02/17","Sábado - 2 semanas antes do Carnaval","2017-02-11T15:00:00-02:00","2017-02-11T15:00:00-02:00","2017-02-11T21:00:00-02:00","Rua Emilia Sampaio","Parado","1000","2007"
"Me Esquece","Jardim Botânico","Zona Sul","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T08:00:00-02:00","2017-02-12T09:00:00-02:00","2017-02-12T13:00:00-02:00","Rua Jardim Botânico, esquina com Rua Pacheco Leão","Rua Jardim Botânico, da Rua Pacheco Leão até a Praça Santos Dumont","15000","2004"
"Volta, Alice","Laranjeiras","Zona Sul","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T08:00:00-02:00","2017-02-12T10:00:00-02:00","2017-02-12T13:00:00-02:00","Rua Alice, no 1","Rua Alice, do no 1 ao no 550 - esquina com Mario Portela","5000","2005"
"Chame Gente (antigo Vira-Lata)","São Conrado","Zona Sul","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T09:00:00-02:00","2017-02-12T10:00:00-02:00","2017-02-12T15:00:00-02:00","Av. Prefeito Mendes de Moraes, esquina com Rua Herbert Moses","Av. Prefeito Mendes de Moraes, da Rua Herbert Moses até a Rua Engenheiro Amandino de Carvalho (Muro do Gávea Golf)","30000","2007 (2017)"
"Alegria Sem Ressaca","Copacabana","Zona Sul","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T10:00:00-02:00","2017-02-12T10:00:00-02:00","2017-02-12T13:00:00-02:00","Av. Atlântica, esquina com República do Perú","Av. Atlântica, esquina com República do Perú","1000","2002"
"Calma, Calma Sua Piranha","Botafogo","Zona Sul","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T10:00:00-02:00","2017-02-12T11:00:00-02:00","2017-02-12T16:00:00-02:00","Rua Visconde de Caravelas, esquina com Rua Real Grandeza","Rua Visconde de Caravelas, da Rua Real Grandeza até a Rua Capitão Salomão","3000","2006"
"Foliões do Rio","Jardim Guanabara","Zona Norte 3","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T10:00:00-02:00","2017-02-12T12:00:00-02:00","2017-02-12T16:00:00-02:00","Praça Jerusalém","Av. Alves Câmara Junior (Praia da Bica), da Praça Jerusalém até o no 819 (Quiosque 22)","5000",""
"Se Cair Eu Como","Ilha do Governador","Zona Norte 3","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T10:00:00-02:00","2017-02-12T12:00:00-02:00","2017-02-12T16:00:00-02:00","Praça da Freguesia","Orla da Praia da Guanabara até a Praça do Bananal (Pedra da Onça)","5000","2012"
"Boi da Vila da Penha","Vila da Penha","Zona Norte 1","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T13:00:00-02:00","2017-02-12T16:00:00-02:00","2017-02-12T19:00:00-02:00","Rua Ápia, no 890 a 900","Rua Ápia, Av. Brás de Pina, Rua Engenheiro Coriolano Góes, Rua Cacequi, Rua Frizia e Rua Ápia","500","2015"
"Beijo Quente","Fazenda Botafogo","Zona Norte 1","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T15:00:00-02:00","2017-02-12T17:00:00-02:00","2017-02-12T20:00:00-02:00","Rua Pedro Jório","Rua Pedro Jório, Rua Vitor Frond, Rua Ouseley, Rua Prefeito Sá Lessa e Rua Pedro Jório","500","2014"
"Bigodinho Esticado","Méier","Zona Norte 2","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T15:00:00-02:00","2017-02-12T18:00:00-02:00","2017-02-12T21:00:00-02:00","Rua Dias da Cruz, no 255","Rua Dias da Cruz, do no 255 até a Rua Hermengarda, voltando a concentração","800","2010"
"Malandragem do Porto","Saúde","Centro","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T15:00:00-02:00","2017-02-12T16:00:00-02:00","2017-02-12T21:00:00-02:00","Tv Silvia Baião","PARADO","500","2016"
"Chinelo de Dedo","Centro","Centro","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T16:00:00-02:00","2017-02-12T17:00:00-02:00","2017-02-12T21:00:00-02:00","Rua do Mercado 23","Parado","500","2015"
"Fiquei Firme da Favela","Saúde","Centro","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T16:00:00-02:00","2017-02-12T17:00:00-02:00","2017-02-12T22:00:00-02:00","Praça Américo Brum","Praça Américo Brum, Ladeira do Barroso, Ladeira do Livramento, Rua Sacadura Cabral e Largo São Francisco da Prainha","1000","1978"
"Tira a Roupa Neném","Quintino","Zona Norte 1","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T16:00:00-02:00","2017-02-12T18:00:00-02:00","2017-02-12T22:00:00-02:00","Rua Vital, esquina com Rua Nogueira","Parado","3000","2015"
"Xodó da Piedade","Piedade","Zona Norte 2","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T16:00:00-02:00","2017-02-12T18:00:00-02:00","2017-02-12T22:00:00-02:00","Rua Silvana, esquina com Rua Mario Carpenter","Rua Silvana, Rua Mario Carpenter, Rua Leopoldina, Rua João Pinheiro, Av. Dom Helder Camara, Rua Ferreira Sampaio, Rua Ernesto Nunes, Rua Mario Carpenter e Rua Silvana","1200","1972"
"Império da Tijuca","Tijuca","Tijuca e Adj","12/02/17","Domingo - 2 semanas antes do Carnaval","2017-02-12T19:00:00-02:00","2017-02-12T20:00:00-02:00","2017-02-12T22:00:00-02:00","Rua Conde de Bonfim, esquina com Rua José Higino","Rua Conde de Bonfim, da Rua José Higino até a Rua Uruguai","3000","1940"
"Distribui Sem Juízo","Centro","Centro","16/02/17","Quinta-feira - 1 semana antes do Carnaval","2017-02-16T17:00:00-02:00","2017-02-16T18:00:00-02:00","2017-02-16T19:00:00-02:00","Rua da Quitanda entre Rua Sete de Setembro e Rua da Assembléia","PARADO","100","2017"
"Inova que eu Gosto","Flamengo","Zona Sul","16/02/17","Quinta-feira 1 semanas antes do Carnaval","2017-02-16T17:00:00-02:00","2017-02-16T18:00:00-02:00","2017-02-16T22:00:00-02:00","Rua Barão do Flamengo, esquina com Praia do Flamengo","Rua Barão do Flamengo, da esquina com Praia do Flamengo até a Rua Senador Vergueiro","5000","2008"
"Batuke Nuclear","Centro","Centro","16/02/17","Quinta-feira - 1 semana antes do Carnaval","2017-02-16T18:00:00-02:00","2017-02-16T18:00:00-02:00","2017-02-16T23:00:00-02:00","Rua da Candelária, 65, esquina com Teófilo Otoni","Rua da Candelária, 65, esquina com Teófilo Otoni - Parado","1000","2012"
"Ih, É Carnaval!","Urca","Zona Sul","17/02/17","Sábado - 1 semana antes do Carnaval","2017-02-17T17:00:00-02:00","2017-02-17T19:00:00-02:00","2017-02-17T22:00:00-02:00","Praça da Medalha Milhagrosa","Segue pela Av. Pasteur até altura do numero 250 onde dispersa.","2000","2002"
"Alegria do Méier","Méier","Zona Norte 2","17/02/17","Sexta-feira - 1 semana antes do Carnaval","2017-02-17T18:00:00-02:00","2017-02-17T19:00:00-02:00","2017-02-17T23:00:00-02:00","Rua Galdino Pimentel, esquina com Dias da Cruz","Parado","1000","2012"
"É o Bicho Folia","Irajá","Zona Norte 1","17/02/17","Sexta-feira - 1 semana antes do Carnaval","2017-02-17T18:00:00-02:00","2017-02-17T19:00:00-02:00","2017-02-17T22:00:00-02:00","Praça Rodrigues Galhardo","Praça Rodrigues Galhardo - Parado","500","2016"
"É Pequeno, mas vai Crescer","Centro","Centro","17/02/17","Sexta-feira - 1 semana antes do Carnaval","2017-02-17T18:00:00-02:00","2017-02-17T19:00:00-02:00","2017-02-17T23:00:00-02:00","Rua Alexandre Mackenzie,  esquina com Rua Senador Pompeu","Rua Alexandre Mackenzie,  esquina com Rua Senador Pompeu - Parado","450","2007"
"Molha o Pé das Oito","Centro","Centro","17/02/17","Sexta-feira - 1 semana antes do Carnaval","2017-02-17T18:00:00-02:00","2017-02-17T20:00:00-02:00","2017-02-17T23:00:00-02:00","Rua Rodrigo Silva, esquina com Rua São José","Rua Rodrigo Silva, Rua São José, Rua da Quitanda, Rua da Assembleia e Rua Rodrigo Silva","500","2010"
"Badalo de Santa Teresa","Santa Teresa","Centro","17/02/17","Sexta-feira - 1 semana antes do Carnaval","2017-02-17T19:00:00-02:00","2017-02-17T20:00:00-02:00","2017-02-18T01:00:00-02:00","Largo das Neves","Largo das Neves - Parado","3000","1972"
"Se Deixar Eu Boto","Pavuna","Zona Norte 1","17/02/17","Sexta-feira - 1 semana antes do Carnaval","2017-02-17T19:00:00-02:00","2017-02-17T21:00:00-02:00","2017-02-17T23:00:00-02:00","Rua Dr. José Thomás, no 920","Rua Dr. José Thomás, do no 920 ao no 435, voltando ao local de concentraçao","1000","2014"
"Céu na Terra","Santa Teresa","Centro","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T07:00:00-02:00","2017-02-18T08:00:00-02:00","2017-02-18T11:00:00-02:00","Largo dos Guimarães","Rua Pascoal Carlos Magno, Rua Monte Alegre, Rua Oriente, Rua Progresso, Largo das Neves","5000","2001"
"Bloco da Sá Pereira Infantil","Botafogo","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T08:00:00-02:00","2017-02-18T10:00:00-02:00","2017-02-18T13:00:00-02:00","Rua Capistrano de Abreu, no 29","Rua Capistrano de Abreu, Rua Conde de Irajá, Largo dos Leões, Rua São Clemente, Rua Marques e Rua Capistrano de Abreu","1000","2009"
"Bloco dos Mendigos","Copacabana","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T08:00:00-02:00","2017-02-18T10:00:00-02:00","2017-02-18T14:00:00-02:00","Rua Bulhões de Carvalho, esquina com Rainha Elizabeth","Rua Bulhões de Carvalho, Rua Rainha Elizabeth, Rua Teresa Aragão, Rua Gomes Carneiro e Rua Bulhões de Carvalho","2000","2005"
"Imaginô? Agora Amassa!","Leblon","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T08:00:00-02:00","2017-02-18T10:00:00-02:00","2017-02-18T14:00:00-02:00","Rua José Linhares, esquina com Rua Conde de Bernadote","Rua José Linhares, Avenida Ataulfo de Paiva, seguindo até a esquina da Carlos Góis","15000","2003"
"Areia","Leblon","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T09:00:00-02:00","2017-02-18T11:00:00-02:00","2017-02-18T15:00:00-02:00","Rua Dias Ferreira, entre a Avenida Bartolomeu Mitre e a Rua General Urquiza","Rua Dias Ferreira, entre a Avenida Bartolomeu Mitre e a Rua General Urquiza - Parado","1500","2003"
"Batuquebato","Maracanã","Tijuca e Adj","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T09:00:00-02:00","2017-02-18T10:00:00-02:00","2017-02-18T14:00:00-02:00","Avenida Radial Oeste, em frente ao Museu do Índio","Segue sempre pela calçada até a estátua do Belini e retorno a origem.","600","2016"
"Cordão de São José da Lagoa","Lagoa","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T09:00:00-02:00","2017-02-18T11:00:00-02:00","2017-02-18T13:00:00-02:00","Av. Borges de Medeiros 2735 (Praça da Igreja de São José)","PARADO","2000","2017"
"Mini Bloco","Tijuca","Tijuca e Adj","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T09:00:00-02:00","2017-02-18T09:00:00-02:00","2017-02-18T14:00:00-02:00","Praça Xavier de Brito","Praça Xavier de Brito - Parado","1000","2013"
"Banda do Pechincha","Pechincha","Barra/JPA","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T10:00:00-02:00","2017-02-18T12:00:00-02:00","2017-02-18T16:00:00-02:00","Largo do Pechincha","Estrada do Pau Ferro, do no 16 ao no 240","10000","1996"
"Bloco D ́Samba","Barra da Tijuca","Barra/JPA","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T10:00:00-02:00","2017-02-18T12:00:00-02:00","2017-02-18T16:00:00-02:00","Av. do Pepê c/ Érico Veríssimo","Segue pela Av. do Pepê até altura da Rua Olegário Maciel","20000","2017"
"Bloco da Pracinha","Jardim Botânico","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T10:00:00-02:00","2017-02-18T12:00:00-02:00","2017-02-18T14:00:00-02:00","Praca Pio XI","Praça Pio XI - Parado","1000","2006"
